,Lat,Lng,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Rural,Marital_Married,Marital_Separated,Marital_NeverMarried,Marital_Divorced,Gender_Female,Gender_Nonbinary,Contract_Oneyear,Contract_TwoYear,InternetService_DSL,InternetService_None,PaymentMethod_BankTransferautomatic,PaymentMethod_MailedCheck,PaymentMethod_ElectronicCheck
3767,40.11878,-80.93607,124,4,77,26775.75,7.174153,14,3,0,0,1,0,0,0,1,0,0,1,0,0,1,14.11275,107.48200000000001,1761.872716,2,3,2,3,5,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3768,40.47468,-78.83966,3579,1,85,5660.44,9.636285,15,1,1,1,1,0,1,0,0,0,1,1,1,0,0,11.70988,142.4713,1569.873827,3,2,3,3,3,2,4,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
3769,34.28637,-80.11376,10,4,39,64905.5,10.93233,18,2,1,0,1,0,1,1,0,1,0,0,1,1,1,10.33785,242.6106,2038.559634,4,4,2,2,5,2,2,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3770,42.527029999999996,-82.88712,16540,1,27,31192.93,9.422323,7,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10.811819999999999,290.1604,1822.617538,5,5,5,2,3,4,5,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3771,39.90044,-75.74032,23,0,37,28158.14,4.524233000000001,12,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1.24728,194.9768,544.6911156,4,4,3,5,4,6,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3772,36.80125,-76.42294,35489,2,50,9467.94,7.494062,13,2,0,0,0,0,1,1,1,0,0,0,0,1,0,6.864699000000001,162.4653,1422.2449,4,4,4,4,3,4,5,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3773,32.54486,-84.9216,39309,1,76,29614.14,14.908439999999999,6,0,0,0,1,1,1,1,0,1,1,0,0,1,1,4.745801,194.9663,1236.530575,3,4,4,3,4,4,3,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
3774,35.7392,-90.22436,67,0,51,20532.13,12.76985,10,0,0,1,0,0,1,0,0,1,1,0,1,1,1,3.613493,222.6281,1385.346757,3,4,3,4,3,4,3,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
3775,39.90687,-86.12361,19706,0,70,43579.88,12.00434,15,2,1,0,0,0,1,1,0,0,1,0,1,1,0,6.8303720000000006,252.6378,1104.0493279999998,3,3,4,5,2,4,3,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
3776,41.33233,-91.54614000000001,1503,3,28,39954.22,9.261979,5,2,1,0,0,0,1,1,1,1,1,0,1,0,0,12.50785,175.0048,1667.975198,2,3,3,5,4,3,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3777,45.11938,-123.5216,3298,1,34,50525.8,5.4910440000000005,11,0,0,0,0,0,1,0,1,1,0,0,1,0,1,14.1842,142.4526,2066.602785,3,5,3,4,4,4,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3779,40.53148,-96.60804,1926,2,67,26317.3,11.67333,17,3,0,0,0,1,0,1,1,1,0,0,1,1,0,17.16447,245.1283,2519.7496760000004,4,3,2,3,4,3,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3780,34.72472,-82.91411,140,4,73,17942.27,10.35534,10,1,1,0,0,0,1,0,0,0,1,1,1,1,0,4.2974879999999995,212.6415,1402.733623,1,3,3,2,5,3,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3781,41.381009999999996,-73.0872,16522,5,67,59065.06,7.908482000000001,10,1,1,1,0,0,1,0,0,1,1,0,0,1,1,5.306649,182.4608,867.4004779999999,3,4,2,4,2,5,5,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3783,40.320029999999996,-100.0219,312,4,87,11989.65,13.48068,15,1,0,0,0,0,1,1,0,1,1,1,0,1,1,10.13181,207.4754,1738.4610460000001,1,2,2,4,4,3,3,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
3784,44.60008,-84.29318,712,7,30,17656.58,11.14381,8,0,1,1,1,1,1,0,1,0,1,1,1,1,1,9.345696,202.6829,1711.417233,3,3,2,4,4,3,4,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3785,35.850229999999996,-79.02484,24092,6,75,13760.2,9.606129,8,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1.124104,257.6549,906.3706235999999,1,2,3,5,5,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3786,41.9067,-92.09937,1046,0,40,97088.5,12.705919999999999,15,0,2,0,0,0,1,1,0,0,1,1,0,0,0,11.69762,169.9928,1230.552027,4,5,4,4,2,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3787,41.85964,-72.90698,10211,4,30,63208.86,14.143020000000002,10,3,0,0,1,1,1,0,1,1,1,0,1,1,1,3.9249650000000003,245.1457,1217.513281,3,3,3,4,3,4,4,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3788,48.7159,-116.9159,148,0,87,62496.87,11.76887,8,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1.3612819999999999,117.4858,313.82631319999996,4,4,4,4,3,3,3,3,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
3789,42.393570000000004,-71.2196,15288,2,19,73661.69,10.27807,8,2,0,0,1,1,1,0,0,0,1,1,1,1,1,2.555762,200.1652,914.9491957999999,3,2,2,4,3,2,3,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
3790,36.868840000000006,-95.57559,402,8,48,40982.78,8.494651,15,0,0,0,0,1,1,0,1,1,0,1,1,1,1,9.747138,245.132,1677.870071,6,4,4,3,3,3,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3791,41.24908,-115.7589,26177,0,26,29693.06,14.58138,13,1,0,0,0,1,0,0,1,0,0,0,1,1,0,27.84191,190.127,3348.604428,2,3,3,5,3,3,4,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
3792,40.68217,-75.545,7875,3,80,105302.4,16.89322,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,10.92044,149.9378,1633.8250070000001,4,5,4,3,4,3,4,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
3793,40.646370000000005,-79.62204,10115,3,27,7016.66,6.913914,11,0,0,1,0,1,1,1,0,0,1,0,0,0,0,18.2864,157.4836,1818.7896899999998,4,4,3,4,4,4,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3794,36.3771,-79.34625,5601,1,74,94926.96,12.63304,12,1,0,0,1,1,1,0,1,0,1,0,1,1,1,2.002856,222.65,729.4156022999999,4,3,4,4,2,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3795,33.30999,-81.15071,5076,2,31,24989.2,12.70325,17,1,1,0,1,0,0,1,1,1,0,1,0,1,0,17.05378,217.4702,1921.9437440000002,2,2,1,2,4,3,1,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
3796,31.524009999999997,-97.25565,25503,0,50,34547.55,11.26004,20,0,1,0,1,1,1,1,0,1,1,0,0,0,1,3.998314,159.9794,987.7767172,2,3,4,3,3,4,2,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
3797,42.364740000000005,-71.05301,3853,1,35,62362.97,11.98742,9,2,0,0,0,0,1,1,0,1,1,1,1,0,0,4.636111,184.9963,906.6428092,2,2,3,3,3,4,5,3,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
3799,28.67727,-81.99648,2350,2,41,90486.0,13.544870000000001,15,1,0,0,0,0,1,1,1,1,0,0,0,0,0,9.573255,169.9741,1194.501468,3,3,4,2,4,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3800,33.678940000000004,-92.99646,1339,2,67,46336.84,8.760632000000001,14,0,1,0,1,1,1,1,1,0,0,1,0,0,1,6.483314,159.9875,684.120914,4,3,3,4,4,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3801,31.862959999999998,-92.29179,1404,0,77,23660.53,13.851920000000002,12,2,2,0,0,0,1,0,0,0,0,1,0,1,1,18.76931,139.9512,2104.759302,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3802,38.81492,-78.02296,562,1,41,27942.44,10.551839999999999,12,0,1,0,0,0,1,1,0,0,0,0,1,0,1,14.09379,169.9447,1439.393149,2,1,1,5,4,2,3,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3803,42.906290000000006,-77.55337,95,4,49,57260.25,9.913697,11,1,0,0,1,1,1,0,1,1,1,0,0,1,1,7.481549,184.9785,1145.2128369999998,4,5,4,2,4,4,4,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3804,27.92357,-97.28712,2065,0,57,12181.61,12.176169999999999,13,0,0,1,0,0,1,1,0,1,0,0,1,0,0,12.00591,192.4404,1318.124689,2,1,2,2,6,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3805,44.98543,-67.69917,129,0,62,8080.22,11.356639999999999,13,1,0,0,1,1,1,0,0,0,1,1,1,0,0,14.56715,129.995,1482.175651,3,4,5,3,3,4,5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3806,44.41466,-98.49125,913,2,26,50653.9,15.81564,15,0,0,1,1,0,1,0,1,1,0,1,0,0,1,3.263347,149.9778,659.0331884999999,3,6,2,5,4,4,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3807,35.86152,-84.1003,36224,0,83,52962.98,10.776010000000001,10,2,1,0,0,0,0,0,0,1,0,0,0,0,0,9.147346,102.4746,813.1772502,2,2,2,3,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3808,37.635220000000004,-84.98604,1747,3,66,80948.63,10.16394,15,3,0,0,0,1,1,1,0,1,0,1,0,1,0,7.6158600000000005,194.9525,1402.943949,2,4,4,3,3,3,2,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3809,32.81779,-115.7,1704,1,23,78118.48,8.47218,6,0,1,0,1,1,1,0,1,0,1,1,0,1,1,2.942297,174.9919,762.6142062999999,2,2,3,2,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3811,39.8256,-95.37434,759,1,71,12259.5,6.119731,11,0,0,0,1,0,1,0,0,0,0,1,0,0,1,21.975170000000002,124.9643,1844.7231199999999,5,6,5,4,3,6,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3812,27.94074,-82.24195999999999,35465,3,33,14480.31,6.722515,11,0,0,0,1,0,1,0,1,0,0,0,0,1,0,8.249103999999999,117.4835,1054.4703949999998,3,3,2,5,3,3,3,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3813,40.70673,-111.8557,36047,0,54,54984.96,11.34717,9,0,0,1,0,0,1,1,0,0,1,0,1,1,0,2.398402,220.1615,840.4153972999999,2,2,3,3,5,1,1,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3814,33.7154,-93.15366,66,0,24,33371.16,13.89541,8,1,0,0,0,0,1,1,1,0,0,1,1,1,0,5.738405,255.1417,1159.773784,2,3,4,2,4,2,1,2,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
3815,46.88234,-124.1085,2863,6,83,24940.42,14.0011,12,0,0,0,0,0,1,1,0,1,1,1,0,1,1,7.232429,207.4754,1575.575608,3,3,3,3,4,4,4,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
3816,45.52448,-85.00071,7004,2,52,53627.3,9.206239,11,2,1,0,0,1,1,0,1,1,1,0,1,1,1,3.895892,225.1457,1494.926003,3,4,2,4,2,3,4,5,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3817,37.37753,-96.20238,111,0,46,49870.24,7.574928,11,1,0,0,1,1,1,1,0,1,1,1,0,0,1,2.440105,160.0122,546.329954,3,3,3,3,4,3,3,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
3818,40.57302,-74.64315,7797,1,27,8764.63,12.34578,14,1,1,0,0,0,1,1,1,0,0,0,1,1,1,26.91021,210.1563,2911.1714920000004,5,5,4,4,3,4,5,5,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3819,42.944309999999994,-95.55152,154,0,50,20931.13,11.41193,12,1,1,0,1,0,1,0,0,0,0,0,1,0,1,2.110607,104.9629,411.3879952,6,5,5,3,4,5,4,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3820,34.17157,-101.7386,26893,3,47,38734.57,14.658439999999999,5,0,0,1,1,1,1,0,1,1,0,0,1,0,0,11.62388,162.4526,1415.214639,2,3,2,4,4,3,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3821,40.2907,-76.241,64,2,27,77124.99,9.069088,11,0,0,1,1,0,1,0,0,1,1,0,1,0,1,9.932122999999999,152.4579,1734.8206,5,5,6,5,3,4,4,5,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
3822,33.43663,-88.82644,44145,2,73,38202.86,7.721245,15,2,1,1,1,0,1,0,0,0,0,0,1,0,0,21.06092,117.4392,2316.736557,3,2,3,5,3,3,3,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
3823,37.98348,-76.03473000000001,113,3,59,51404.81,4.399978,14,1,1,0,1,0,1,1,1,1,1,0,1,0,0,12.13947,207.4811,1575.21359,4,3,4,4,5,4,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3824,43.07078,-76.17362,0,2,44,38178.91,8.610443,11,2,1,0,0,0,1,0,0,0,0,0,1,0,0,6.1920779999999995,137.4392,780.0022534,4,3,2,3,2,3,3,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3825,42.42975,-73.07240999999999,2640,1,69,33561.56,10.10955,17,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10.527339999999999,124.9607,1394.391376,6,5,5,3,4,3,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3826,38.8471,-91.97837,21734,4,65,31243.64,7.3971729999999996,9,2,2,1,1,0,1,1,1,0,0,0,0,1,1,17.787689999999998,149.989,1833.860705,4,5,5,6,2,5,5,5,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3827,46.5512,-123.3244,680,1,40,16230.41,11.35369,10,1,0,0,1,0,1,1,0,0,0,0,1,0,1,18.597520000000003,149.9447,2264.2524120000003,3,4,2,4,2,5,4,3,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0
3828,41.01777,-97.61811,500,1,44,25532.43,11.43322,12,2,0,0,1,0,1,0,0,0,0,0,1,0,0,8.284386,117.4392,1381.2049279999999,4,5,5,5,3,4,3,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
3829,39.52395,-119.9138,34675,1,86,9204.72,11.13231,14,2,0,1,0,0,1,0,0,1,1,0,0,0,1,21.470010000000002,127.4738,2342.4589969999997,2,2,3,4,3,3,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3830,34.240120000000005,-81.32538000000001,40,0,48,31776.75,6.8073,11,1,0,0,0,0,1,1,0,0,0,0,1,0,1,4.5346910000000005,169.9447,688.5203812999999,4,5,5,4,1,3,4,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3831,35.28949,-111.6377,46041,2,53,14908.11,7.799113,15,0,0,0,1,0,1,1,1,1,1,0,0,1,0,6.209949,197.484,1537.896278,3,3,3,4,2,4,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3832,37.81193,-79.22925,579,1,21,17397.3,5.712381,13,1,0,0,0,1,1,1,1,1,0,1,0,0,1,9.724026,162.4833,1659.460954,4,4,5,3,3,3,5,5,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
3833,30.866709999999998,-85.1153,3322,2,23,8936.02,5.771475,16,0,0,0,0,0,1,0,1,1,1,1,1,1,1,7.413447,257.6549,1469.056257,3,3,2,3,2,4,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3834,38.17418,-112.1385,17,3,25,60581.95,15.01046,10,0,0,1,0,1,1,0,1,0,1,0,0,1,1,8.514329,162.4827,1269.863425,3,4,3,2,5,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3835,32.50647,-83.10983,1715,0,47,37494.5,9.773636999999999,17,0,0,1,1,0,1,1,1,1,1,0,0,1,1,10.86482,197.484,1877.408606,4,3,3,4,3,3,4,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
3836,31.778570000000002,-83.87306,1130,3,85,29819.59,11.47175,8,0,1,0,1,0,1,0,1,1,0,1,0,1,1,22.115289999999998,152.4884,2200.745774,5,5,5,5,3,5,5,4,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3837,33.79594,-105.3189,2123,2,80,45904.79,10.30529,14,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2.1386119999999997,157.4698,292.5858924,1,2,4,2,4,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3838,34.929320000000004,-82.09673000000001,1402,3,88,7920.44,8.638334,13,2,1,0,1,1,1,1,0,1,0,0,1,1,1,2.7717560000000003,242.6106,1274.226078,3,4,4,5,3,3,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3839,39.966359999999995,-83.01286,14440,4,69,78568.26,12.7259,11,0,0,0,1,1,1,0,0,0,0,0,0,0,1,12.31648,112.4551,1147.89846,3,4,4,3,4,3,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
3840,35.830859999999994,-93.70994,297,1,19,39163.8,13.8026,11,0,0,0,1,0,1,1,1,1,1,1,0,0,1,10.33427,195.0062,1387.6720890000001,3,3,3,3,4,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3841,29.6337,-98.49605,46418,5,41,50083.6,11.1957,14,2,2,0,1,0,1,1,0,1,0,0,1,1,1,9.742042,230.1344,1647.527241,4,4,4,4,3,4,3,6,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
3842,42.54064,-73.82092,6852,1,48,41299.07,11.97677,13,1,0,0,0,0,1,0,0,1,0,0,1,1,1,7.852216,197.6288,1274.638992,5,5,5,3,3,3,5,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3843,40.97948,-95.09532,1070,5,89,70822.64,7.594164999999999,7,1,0,0,1,0,1,1,0,0,0,0,1,1,1,10.03423,240.1149,1373.050161,4,4,4,5,3,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3846,36.14745,-95.85148000000001,13005,2,35,26987.5,10.83217,14,1,0,0,0,0,1,1,0,1,0,0,0,0,0,6.893142,147.4564,1250.575676,3,4,3,4,4,5,4,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3847,37.41284,-76.3615,266,1,19,28053.3,9.614567,13,2,0,0,1,0,1,0,1,0,1,0,0,0,0,10.42906,107.4958,1638.668955,2,3,2,4,3,2,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3848,36.9271,-89.94559,4508,2,80,70775.57,11.17967,12,0,0,0,0,0,1,1,1,1,0,1,0,1,0,2.719751,184.9939,586.7907291,3,3,3,2,4,3,3,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3850,39.39269,-104.0285,492,3,85,72791.51,9.218716,12,2,1,0,1,0,1,1,0,1,0,1,0,0,1,5.446201,179.9656,589.6981979,3,3,4,4,4,3,4,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3851,40.1643,-87.63785,8778,1,29,36269.92,14.1032,7,0,0,0,1,0,0,0,1,1,0,0,1,1,1,14.268579999999998,232.6228,1937.879436,1,2,2,3,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3852,42.68319,-72.71797,1808,3,53,104166.7,13.319989999999999,11,0,0,1,1,0,1,0,0,0,1,1,1,0,1,9.738632,142.4713,1621.89345,4,3,4,3,4,4,5,5,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
3854,37.17387,-78.62196999999999,370,1,86,21405.99,9.854506,13,1,0,0,0,0,1,1,0,0,1,1,0,0,1,7.1008830000000005,169.9928,733.8730965,5,5,5,2,4,3,4,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3855,38.071979999999996,-80.9596,395,0,78,57641.23,8.776299,13,2,0,1,0,0,1,1,1,0,1,1,1,0,0,10.45843,197.4945,1240.211719,5,5,4,4,1,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3856,42.654920000000004,-75.78002,586,0,62,57667.78,10.593110000000001,11,0,1,0,0,0,1,1,0,1,0,0,1,0,0,21.420920000000002,192.4404,2120.230349,2,2,3,3,5,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3857,37.27467,-95.53669000000001,3302,0,64,14746.24,13.242120000000002,11,0,0,1,0,1,1,0,1,0,0,0,0,0,1,34.492340000000006,94.97283,3346.8930739999996,4,4,4,3,4,5,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3858,42.49818,-78.8609,2800,1,70,30805.5,7.379511,14,2,0,0,0,0,1,0,0,0,1,0,1,1,0,5.799375,187.65599999999998,978.4054902999999,3,3,3,5,4,4,3,4,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
3859,37.11845,-118.1314,1692,2,53,48176.26,10.19102,14,0,0,0,0,1,1,0,0,0,0,0,1,0,1,6.072026,117.4392,1154.151996,3,2,2,3,2,3,3,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3860,31.462329999999998,-96.01473,5494,2,82,8519.2,11.45584,12,0,0,0,1,0,1,1,0,0,1,0,0,1,0,14.364379999999999,192.4705,1445.9986490000001,4,4,4,3,5,2,3,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
3861,27.51345,-99.50228,42041,1,58,54406.78,11.22655,13,2,1,0,1,0,1,1,1,0,0,0,1,1,0,2.0176220000000002,242.6326,816.9425462,4,4,3,3,6,4,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3862,38.161640000000006,-121.1499,3531,4,54,16156.43,5.511326,9,0,0,0,1,0,1,0,0,1,0,0,1,1,0,9.643609,210.1051,1860.544496,5,5,5,3,3,5,3,6,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
3863,34.481809999999996,-118.7924,2007,4,60,16383.33,10.8419,7,1,1,0,0,0,1,0,0,0,0,1,1,1,0,9.373591000000001,220.1185,1315.586731,3,4,4,4,5,3,4,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3864,40.71204,-85.28477,865,1,29,30772.72,7.088079,12,0,0,0,1,1,1,1,1,1,0,0,0,0,1,16.223489999999998,169.9741,1747.966742,3,1,2,3,3,3,3,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3865,27.98102,-81.67356,32069,2,76,13162.55,15.681420000000001,13,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1.481935,147.4421,335.29988910000003,2,3,3,4,4,3,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3866,44.08463,-73.57899,363,0,81,21122.11,6.158194,12,0,2,0,1,0,1,0,0,0,1,0,1,0,1,14.8386,117.4858,1437.800807,4,3,4,3,4,3,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3867,45.80336,-101.5681,103,2,55,76763.34,14.624870000000001,12,1,0,0,0,1,1,1,1,0,0,1,0,0,0,18.76373,139.9875,2143.189724,3,3,4,4,3,4,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3868,44.89504,-93.97721999999999,1004,0,80,11414.65,8.060591,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6.101406,92.45514,810.6535635,4,4,5,3,3,4,4,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3870,40.62594,-75.61738000000001,7789,2,79,36227.83,7.029407000000001,13,1,0,0,1,0,1,1,0,0,0,0,0,0,0,4.180338,124.9607,790.0442857999999,3,2,3,4,4,4,3,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
3871,39.11224,-90.14199,244,8,66,21909.54,13.23763,9,2,1,0,1,0,1,0,0,0,0,0,0,0,1,9.548022999999999,112.4551,1054.031935,3,1,3,4,3,4,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3872,40.35025,-94.66349,955,0,27,23599.71,12.834769999999999,12,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.664026,159.9349,579.0788972,4,4,4,4,3,2,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3873,43.83313,-96.01097,219,1,86,41467.24,5.2873019999999995,13,2,0,0,1,1,1,1,1,1,1,0,0,0,0,9.621889,182.497,1023.023077,3,3,3,4,4,3,3,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
3874,39.73665,-74.97546,49836,3,88,4196.99,8.949569,12,1,2,0,1,1,1,0,0,0,0,0,0,1,0,11.09994,147.4421,1114.819074,4,3,3,4,2,3,4,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3875,44.26826,-88.3389,6293,1,34,102089.7,12.09225,14,0,0,0,0,1,1,0,0,1,0,1,1,1,0,7.623523,242.6143,1306.124464,2,4,4,4,3,4,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3876,42.04855,-93.69449,30231,3,37,28902.72,9.046658,12,2,0,0,0,1,1,0,0,1,1,0,0,0,0,12.7637,147.4738,1355.525049,5,4,4,5,3,5,3,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3877,33.314040000000006,-94.31879,5275,3,27,23102.45,10.89462,18,2,0,0,0,0,1,0,0,0,0,1,1,0,1,3.115729,129.9483,1079.325698,4,3,3,3,3,4,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3878,43.22975,-123.2343,20269,1,33,34945.56,6.281176,9,2,0,0,0,1,1,1,0,1,1,0,0,1,1,31.441229999999997,214.9663,3069.097767,5,5,4,4,3,5,6,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3879,39.92671,-91.64759000000001,926,3,19,22118.1,12.10602,11,1,1,0,0,0,1,1,1,0,0,1,1,1,1,9.213435,255.1417,1553.257429,4,4,4,4,1,4,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3880,38.94899,-79.43727,325,0,86,33861.89,4.980976,15,0,1,0,0,0,0,0,0,1,0,1,1,1,1,6.358996,242.6143,954.1842126,3,2,4,2,6,2,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3881,36.0588,-115.3104,52967,0,73,41481.81,9.593067999999999,13,1,0,0,1,0,1,0,0,0,0,1,0,0,1,7.097053,124.9643,506.014128,4,4,3,3,3,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3882,32.659459999999996,-116.4606,4351,3,22,71998.04,10.97395,15,1,0,1,1,0,1,1,0,1,0,0,1,1,1,8.081693,230.1344,1512.206567,3,4,3,3,3,5,3,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
3883,39.648340000000005,-105.291,372,4,46,30783.19,14.140989999999999,15,1,0,0,0,0,0,1,0,1,1,1,1,0,0,4.570915,197.4725,1418.1379650000001,5,4,3,1,5,3,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
